rank,canonical_name,source_type,seed_priority,needs_cross_validation,confidence_level,menu_clusters,search_aliases,quarantine_exempt
279,Naked Deli,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",,true
280,FitBox,delivery_only,P0,false,B,"舒肥雞胸|健康餐盒|沙拉|低卡主食","FITBOX|fitbox",true
281,享健康,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",享健康餐盒,true
282,健身工廠,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",健身工廠健康餐,true
283,森度餐廚,delivery_only,P0,false,B,"舒肥雞胸餐盒|低卡主食|沙拉|蛋白質餐",森度餐廚（Uber Eats）,true
284,福勝亭便當,chain_restaurant,P0,false,A,"套餐|定食|主食|小菜|飲料",,true
285,健康橘子工坊,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",,true
286,Light House,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",Light House健康餐,true
287,Miss Energy,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",能量小姐,true
288,有肌勵,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",,true
289,初飯,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",,true
290,貝果貝果之東西廚房,chain_restaurant,P0,false,A,"套餐|定食|主食|小菜|飲料",,true
291,三明治先生,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",,true
292,卡路里,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",卡路里健康餐盒,true
293,Muscle Food,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",,true
294,野人舒食,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",,true
295,良食煮意,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",,true
296,蔬方,delivery_only,P0,false,B,"健康餐盒|沙拉|舒肥雞胸|低卡主食|蛋白質餐",蔬坊,true
297,好丘,chain_restaurant,P0,false,A,"套餐|定食|主食|小菜|飲料",,true
298,碳佐麻里,chain_restaurant,P0,false,A,"套餐|定食|主食|小菜|飲料",,true
299,阿城鵝肉,local_restaurant,P0,false,B,"招牌主食|小菜|湯品|飲料",,true
300,富霸王豬腳,local_restaurant,P0,false,B,"招牌主食|小菜|湯品|飲料",,true
301,米其林餐盤餐廳,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
302,山海樓,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
303,富錦樹台菜香檳,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
304,雙月食品社,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",雙月食品社濟南店,true
305,小王煮瓜,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
306,侯布雄法式餐廳,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
307,RAW,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
308,MUME,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
309,Longtail,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
310,Tairroir 態芮,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
311,JL Studio,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
312,鹽之華,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
313,Forchetta,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
314,The Tavernist,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
315,Logy,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
316,Impromptu by Paul Lee,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
317,Molino de Urdániz,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
318,Orchid 蘭,mixed,P1,true,B,"品嚐菜單|主餐|前菜|甜點|酒單",,true
319,明福台菜海產,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
320,頤宮,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
321,教父牛排,mixed,P1,true,B,"牛排|海鮮|配菜|湯品|甜點",,true
322,A CUT,mixed,P1,true,B,"牛排|海鮮|配菜|湯品|甜點",,true
323,Robin's Grill,mixed,P1,true,B,"牛排|海鮮|配菜|湯品|甜點",,true
324,Lawry's The Prime Rib,mixed,P1,true,B,"牛排|海鮮|配菜|湯品|甜點",,true
325,N°168 Prime,mixed,P1,true,B,"牛排|海鮮|配菜|湯品|甜點",,true
326,俺達の肉屋,mixed,P1,true,B,"牛排|海鮮|配菜|湯品|甜點",,true
327,樂軒和牛專門店,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
328,牧島燒肉,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點",,true
329,燒肉風間,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點",,true
330,茶六燒肉堂,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點","茶六公益店|茶六",true
331,屋馬燒肉,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點",,true
332,脂板前炭火燒肉,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點",,true
333,燒肉LIKE,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點",,true
334,和牛涮,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點",,true
335,橘色涮涮屋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
336,囍聚精緻鍋物,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
337,二本松涮涮屋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
338,詹記麻辣火鍋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
339,滿堂紅,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
340,天外天麻辣火鍋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
341,問鼎麻辣鍋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
342,麻神麻辣鍋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
343,小福利火鍋會所,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
344,樂崎火鍋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
345,鍋爸涮涮鍋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
346,天喜迷你火鍋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
347,三媽臭臭鍋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
348,石研室,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
349,湯棧,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
350,鬼椒麻辣王,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
351,秦味館,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
352,銀翼餐廳,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
353,點水樓,mixed,P1,true,B,"點心|麵食|主餐|飲料|甜點",,true
354,杭州小籠湯包,mixed,P1,true,B,"點心|麵食|主餐|飲料|甜點",,true
355,盛園絲瓜小籠湯包,mixed,P1,true,B,"點心|麵食|主餐|飲料|甜點",,true
356,濟南鮮湯包,mixed,P1,true,B,"點心|麵食|主餐|飲料|甜點",,true
357,好公道金雞園,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
358,高記,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
359,蘇杭餐廳,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
360,上海鄉村,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
361,老牌張豬腳飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
362,富霸王豬腳,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
363,鄭記豬腳飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
364,大橋頭老牌筒仔米糕,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
365,慈聖宮葉家肉粥,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
366,原汁排骨湯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
367,高家莊米苔目,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
368,賣麵炎仔,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
369,阿角紅燒肉,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點",,true
370,大稻埕魯肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
371,梁記嘉義雞肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
372,劉里長雞肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
373,嘉義噴水雞肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
374,民主火雞肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
375,郭家雞肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
376,阿宏師火雞肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
377,桃城三禾火雞肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
378,阿溪雞肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
379,呆獅雞肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
380,正老牌草魚粥,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
381,阿堂鹹粥,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
382,阿憨鹹粥,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
383,文章牛肉湯,mixed,P1,true,B,"牛肉麵|湯品|小菜|飲料",,true
384,六千牛肉湯,mixed,P1,true,B,"牛肉麵|湯品|小菜|飲料",,true
385,阿裕牛肉湯,mixed,P1,true,B,"牛肉麵|湯品|小菜|飲料",,true
386,康樂街牛肉湯,mixed,P1,true,B,"牛肉麵|湯品|小菜|飲料",,true
387,集品蝦仁飯,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
388,矮仔成蝦仁飯,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
389,度小月,mixed,P1,true,B,"主食|小菜|湯品|飲料",度小月擔仔麵,true
390,赤崁擔仔麵,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
391,富盛號碗粿,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
392,一味品碗粿,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
393,森茂碗粿,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
394,阿松割包,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
395,石精臼牛肉湯,mixed,P1,true,B,"牛肉麵|湯品|小菜|飲料",,true
396,永樂米糕,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
397,金得春捲,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
398,邱家小卷米粉,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
399,葉家小卷米粉,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
400,阿鳳浮水魚羹,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
401,老牌白糖粿,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
402,同記安平豆花,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
403,修安扁擔豆花,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
404,裕成水果店,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
405,泰成水果店,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
406,莉莉水果店,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
407,蜷尾家,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
408,雙生綠豆沙牛奶,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
409,清水堂,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
410,八寶彬圓仔惠,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
411,老江紅茶牛奶,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
412,丹丹漢堡,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",丹丹漢堡七賢店,true
413,興隆居,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
414,果貿來來豆漿,mixed,P1,true,B,"蛋餅|三明治|飲料|套餐",,true
415,老周燒肉飯,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點",,true
416,鄧師傅滷味,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
417,正忠排骨飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",正忠排骨飯高雄總店,true
418,牛老大涮牛肉,mixed,P1,true,B,"牛肉麵|湯品|小菜|飲料",,true
419,港園牛肉麵,mixed,P1,true,B,"牛肉麵|湯品|小菜|飲料",,true
420,汕頭泉成沙茶火鍋,mixed,P1,true,B,"火鍋|肉盤|海鮮|副食|飲料",,true
421,鴨肉珍,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
422,老牌周燒肉飯,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點",,true
423,北港蔡三代筒仔米糕,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
424,廖記米糕,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
425,米糕城,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
426,香味海產粥,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
427,阿霞燒肉飯,mixed,P1,true,B,"燒肉|套餐|副食|飲料|甜點",,true
428,柏弘肉燥飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
429,江豪記臭豆腐,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
430,西子灣海之冰,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
431,瑞豐夜市天使雞排,mixed,P1,true,B,"小吃|主食|飲料|甜點",,true
432,六合夜市木瓜牛奶,mixed,P1,true,B,"小吃|主食|飲料|甜點",,true
433,老牌木瓜牛奶,mixed,P1,true,B,"小吃|主食|飲料|甜點",,true
434,正老牌白糖粿,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
435,大溝頂虱目魚米粉湯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
436,龍袍湯包,mixed,P1,true,B,"點心|麵食|主餐|飲料|甜點",,true
437,大牛牛肉麵,mixed,P1,true,B,"牛肉麵|湯品|小菜|飲料",,true
438,菜市仔嬤汾陽餛飩,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
439,厚得福湯包麵食,mixed,P1,true,B,"點心|麵食|主餐|飲料|甜點",,true
440,高雄婆婆冰,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
441,宮原眼科,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
442,第四信用合作社,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
443,春水堂,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",春水堂創始店,true
444,一中豐仁冰,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
445,阿坤麵,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
446,第二市場王記菜頭粿,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
447,山河魯肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
448,范記金之園草袋飯,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
449,丁山肉丸,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
450,台中肉員,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
451,富鼎旺豬腳,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
452,李海魯肉飯,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
453,老舅的家鄉味,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
454,滬舍餘味,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
455,老吳的西洋料理,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
456,林家麵線,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
457,嘉義香菇肉羹,mixed,P1,true,B,"牛肉麵|湯品|小菜|飲料",,true
458,阿水獅豬腳大王,mixed,P1,true,B,"主食|小菜|湯品|飲料",,true
459,旱溪肉圓,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
460,東山棧甕缸雞,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
461,逢甲地瓜球,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
462,逢甲官芝霖大腸包小腸,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
463,明倫蛋餅,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
464,黃金右腿,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
465,一中街胖子雞丁,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
466,旅禾泡芙之家,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
467,茶湯會,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",TEA TOP,true
468,老虎堂,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
469,春芳號,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
470,木子日青,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
471,鮮茶道,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
472,叮哥茶飲,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
473,康青龍,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
474,鮮自然,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
475,Mr. Wish,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
476,烏鐵茶水舖,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
477,鶴茶樓,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
478,龍角,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
479,署茗職茶,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
480,吃茶三千,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
481,小木屋鬆餅,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
482,樂檸漢堡,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
483,魔法咖哩,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
484,貳樓,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料","貳樓餐廳|Second Floor貳樓",true
485,好初早餐,mixed,P1,true,B,"蛋餅|三明治|飲料|套餐",,true
486,豐盛號,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
487,吐司男,mixed,P1,true,B,"蛋餅|三明治|飲料|套餐",,true
488,早安公雞農場晨食,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
489,瑞麟美而美,mixed,P1,true,B,"蛋餅|三明治|飲料|套餐",,true
490,巨林美而美,mixed,P1,true,B,"蛋餅|三明治|飲料|套餐",,true
491,阿寶早餐,mixed,P1,true,B,"蛋餅|三明治|飲料|套餐",,true
492,多那之咖啡,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
493,彼得好咖啡,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
494,成真咖啡,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
495,黑沃咖啡,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
496,日出茶太,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
497,快可立,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
498,清玉,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
499,喫茶小舖,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
500,水巷茶弄,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
501,先喝道,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
502,老虎堂黑糖專売,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
503,黑糖道,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
504,幸福堂,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
505,可不可,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品","可不可熟成紅茶台北南陽店|可不可熟成紅茶",true
506,萬波,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",萬波島嶼紅茶,true
507,十二韻,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
508,珍煮丹,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",珍煮丹黑糖飲品,true
509,樺達奶茶,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
510,雙妃奶茶,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
511,再睡五分鐘,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料","滴妹再睡5分鐘|再睡5分鐘",true
512,木衛二醫務所,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
513,良粟商號,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
514,Upper Stairs,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
515,Fika Fika Cafe,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
516,Coffee Law,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
517,Simple Kaffa,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
518,興波咖啡,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
519,All Day Roasting Company,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
520,Paper St. Coffee,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
521,Woolloomooloo,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",Woolloomooloo信義店,true
522,光一咖啡,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
523,角公園咖啡,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
524,卜卜商店,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
525,Coffee Essential,mixed,P1,true,B,"咖啡|輕食|甜點|飲料",,true
526,深夜裡的法國手工甜點,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
527,Le Ruban Pâtisserie,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
528,Quelques Pâtisseries,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
529,狸小路,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",狸小路手作烘焙,true
530,亞尼克,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
531,Lady M,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
532,Sugar Miss,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
533,深夜甜點,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
534,米詩堤甜點王國,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
535,狸小路,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
536,法朋烘焙甜點坊,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
537,吳寶春,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",吳寶春麥方店,true
538,聖瑪莉,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
539,順成蛋糕,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
540,一之軒,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
541,維格餅家,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
542,李鵠餅店,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
543,佳德糕餅,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
544,微熱山丘,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
545,舊振南,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
546,日出鳳梨酥,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
547,阿聰師,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
548,裕珍馨,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
549,犁記餅店,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
550,郭元益,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
551,千翔肉乾,mixed,P1,true,B,"伴手禮|零食|糕餅|飲料",,true
552,新東陽,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
553,黑橋牌,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
554,唯豐肉鬆,mixed,P1,true,B,"伴手禮|零食|糕餅|飲料",,true
555,快車肉乾,mixed,P1,true,B,"伴手禮|零食|糕餅|飲料",,true
556,江記華隆,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
557,阮的肉干,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
558,所長茶葉蛋,mixed,P1,true,B,"手搖飲|奶茶|果茶|冰品",,true
559,阿婆鐵蛋,mixed,P1,true,B,"伴手禮|零食|糕餅|飲料",,true
560,淡水可口魚丸,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
561,淡水阿給老店,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
562,文化阿給,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
563,三姐妹阿給,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
564,榕堤水灣,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
565,九份阿柑姨芋圓,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
566,九份賴阿婆芋圓,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
567,阿蘭草仔粿,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
568,金枝紅糟肉圓,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
569,深坑大樹下豆腐,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
570,王水成老店,mixed,P1,true,B,"招牌菜|主食|小菜|湯品|飲料",,true
571,基隆廟口天婦羅,mixed,P1,true,B,"小吃|主食|飲料|甜點",,true
572,基隆廟口泡泡冰,mixed,P1,true,B,"小吃|主食|飲料|甜點",,true
573,基隆廟口營養三明治,mixed,P1,true,B,"小吃|主食|飲料|甜點",,true
574,三兄弟豆花,mixed,P1,true,B,"甜點|烘焙|飲料|伴手禮",,true
